code_edi;tableau_nom;libelle_ligne;label_col1;label_col2;label_col3
1003;Table 1;"* Installat. techniques, matériel et
outillage";Valeur 1;Valeur 2;Valeur 3
1017;Table 1;"* Installat. techniques, matériel et
outillage";Valeur 1;Valeur 2;Valeur 3
1031;Table 1;"* Installat. techniques, matériel et
outillage";Valeur 1;Valeur 2;Valeur 3
1045;Table 1;"* Installat. techniques, matériel et
outillage";Valeur 1;Valeur 2;Valeur 3
1059;Table 1;"* Installat. techniques, matériel et
outillage";Valeur 1;Valeur 2;Valeur 3
1073;Table 1;"* Installat. techniques, matériel et
outillage";Valeur 1;Valeur 2;Valeur 3
976;Table 1;* Matériel de transport;Valeur 1;Valeur 2;Valeur 3
990;Table 1;* Matériel de transport;Valeur 1;Valeur 2;Valeur 3
1004;Table 1;* Matériel de transport;Valeur 1;Valeur 2;Valeur 3
1018;Table 1;* Matériel de transport;Valeur 1;Valeur 2;Valeur 3
1032;Table 1;* Matériel de transport;Valeur 1;Valeur 2;Valeur 3
1046;Table 1;* Matériel de transport;Valeur 1;Valeur 2;Valeur 3
1060;Table 1;* Matériel de transport;Valeur 1;Valeur 2;Valeur 3
1074;Table 1;* Matériel de transport;Valeur 1;Valeur 2;Valeur 3
978;Table 1;* Mobilier, matériel bureau et aménagements;Valeur 1;Valeur 2;Valeur 3
992;Table 1;* Mobilier, matériel bureau et aménagements;Valeur 1;Valeur 2;Valeur 3
1006;Table 1;* Mobilier, matériel bureau et aménagements;Valeur 1;Valeur 2;Valeur 3
1020;Table 1;* Mobilier, matériel bureau et aménagements;Valeur 1;Valeur 2;Valeur 3
1034;Table 1;* Mobilier, matériel bureau et aménagements;Valeur 1;Valeur 2;Valeur 3
1048;Table 1;* Mobilier, matériel bureau et aménagements;Valeur 1;Valeur 2;Valeur 3
1062;Table 1;* Mobilier, matériel bureau et aménagements;Valeur 1;Valeur 2;Valeur 3
1076;Table 1;* Mobilier, matériel bureau et aménagements;Valeur 1;Valeur 2;Valeur 3
979;Table 1;* Autres immobilisations corporelles;Valeur 1;Valeur 2;Valeur 3
993;Table 1;* Autres immobilisations corporelles;Valeur 1;Valeur 2;Valeur 3
1007;Table 1;* Autres immobilisations corporelles;Valeur 1;Valeur 2;Valeur 3
1021;Table 1;* Autres immobilisations corporelles;Valeur 1;Valeur 2;Valeur 3
1035;Table 1;* Autres immobilisations corporelles;Valeur 1;Valeur 2;Valeur 3
1049;Table 1;* Autres immobilisations corporelles;Valeur 1;Valeur 2;Valeur 3
1063;Table 1;* Autres immobilisations corporelles;Valeur 1;Valeur 2;Valeur 3
1077;Table 1;* Autres immobilisations corporelles;Valeur 1;Valeur 2;Valeur 3
977;Table 1;* Immobilisations corporelles en cours;Valeur 1;Valeur 2;Valeur 3
991;Table 1;* Immobilisations corporelles en cours;Valeur 1;Valeur 2;Valeur 3
1005;Table 1;* Immobilisations corporelles en cours;Valeur 1;Valeur 2;Valeur 3
1019;Table 1;* Immobilisations corporelles en cours;Valeur 1;Valeur 2;Valeur 3
1033;Table 1;* Immobilisations corporelles en cours;Valeur 1;Valeur 2;Valeur 3
1047;Table 1;* Immobilisations corporelles en cours;Valeur 1;Valeur 2;Valeur 3
1061;Table 1;* Immobilisations corporelles en cours;Valeur 1;Valeur 2;Valeur 3
1075;Table 1;* Immobilisations corporelles en cours;Valeur 1;Valeur 2;Valeur 3
12598;Table 1;* Matériel;Valeur 1;Valeur 2;Valeur 3
12599;Table 1;* Matériel;Valeur 1;Valeur 2;Valeur 3
12600;Table 1;* Matériel;Valeur 1;Valeur 2;Valeur 3
14045;Table 1;TOTAL GENERA L;Valeur 1;Valeur 2;Valeur 3
14046;Table 1;TOTAL GENERA L;Valeur 1;Valeur 2;Valeur 3
14047;Table 1;TOTAL GENERA L;Valeur 1;Valeur 2;Valeur 3
14048;Table 1;TOTAL GENERA L;Valeur 1;Valeur 2;Valeur 3
14049;Table 1;TOTAL GENERA L;Valeur 1;Valeur 2;Valeur 3
14050;Table 1;TOTAL GENERA L;Valeur 1;Valeur 2;Valeur 3
14051;Table 1;TOTAL GENERA L;Valeur 1;Valeur 2;Valeur 3
14052;Table 1;TOTAL GENERA L;Valeur 1;Valeur 2;Valeur 3
1308;Table 1;1. Ventes de Marchandises ( en l'état);Valeur 1;Valeur 2;Valeur 3
1333;Table 1;1. Ventes de Marchandises ( en l'état);Valeur 1;Valeur 2;Valeur 3
1309;Table 1;2. (-) Achats revendus de marchandises;Valeur 1;Valeur 2;Valeur 3
1334;Table 1;2. (-) Achats revendus de marchandises;Valeur 1;Valeur 2;Valeur 3
1310;Table 1;I. (=) MARGE BRUTE SUR VENTES EN L'ETAT;Valeur 1;Valeur 2;Valeur 3
1335;Table 1;I. (=) MARGE BRUTE SUR VENTES EN L'ETAT;Valeur 1;Valeur 2;Valeur 3
1311;Table 1;II. (+) PRODUCTION DE L'EXERCICE (3+4+5);Valeur 1;Valeur 2;Valeur 3
1336;Table 1;II. (+) PRODUCTION DE L'EXERCICE (3+4+5);Valeur 1;Valeur 2;Valeur 3
1312;Table 1;3. Ventes de biens et services produits;Valeur 1;Valeur 2;Valeur 3
1337;Table 1;3. Ventes de biens et services produits;Valeur 1;Valeur 2;Valeur 3
1313;Table 1;4. Variation stocks produits;Valeur 1;Valeur 2;Valeur 3
1338;Table 1;4. Variation stocks produits;Valeur 1;Valeur 2;Valeur 3
1314;Table 1;5. Immobilisations produites par l'entreprise pour elle-même;Valeur 1;Valeur 2;Valeur 3
1339;Table 1;5. Immobilisations produites par l'entreprise pour elle-même;Valeur 1;Valeur 2;Valeur 3
1315;Table 1;III. (-) CONSOMMATION DE L'EXERCICE (6+7);Valeur 1;Valeur 2;Valeur 3
1340;Table 1;III. (-) CONSOMMATION DE L'EXERCICE (6+7);Valeur 1;Valeur 2;Valeur 3
1316;Table 1;6. Achats consommés de matières et fournitures;Valeur 1;Valeur 2;Valeur 3
1341;Table 1;6. Achats consommés de matières et fournitures;Valeur 1;Valeur 2;Valeur 3
1317;Table 1;7. Autres charges externes;Valeur 1;Valeur 2;Valeur 3
1342;Table 1;7. Autres charges externes;Valeur 1;Valeur 2;Valeur 3
1318;Table 1;IV. (=) VALEUR AJOUTEE (I+II+III);Valeur 1;Valeur 2;Valeur 3
1343;Table 1;IV. (=) VALEUR AJOUTEE (I+II+III);Valeur 1;Valeur 2;Valeur 3
1319;Table 1;8. (+) Subventions d'exploitation;Valeur 1;Valeur 2;Valeur 3
1344;Table 1;8. (+) Subventions d'exploitation;Valeur 1;Valeur 2;Valeur 3
1320;Table 1;9. (-) Impôts et taxes;Valeur 1;Valeur 2;Valeur 3
1345;Table 1;9. (-) Impôts et taxes;Valeur 1;Valeur 2;Valeur 3
1321;Table 1;10. (-) Charges de personnel;Valeur 1;Valeur 2;Valeur 3
1346;Table 1;10. (-) Charges de personnel;Valeur 1;Valeur 2;Valeur 3
4063;Table 1;"V. (=) EXCEDENT BRUT D'EXPLOITATION (EBE) OU INSUFFISANCE BRUTE
D'EXPLOITATION (IBE)";Valeur 1;Valeur 2;Valeur 3
4064;Table 1;"V. (=) EXCEDENT BRUT D'EXPLOITATION (EBE) OU INSUFFISANCE BRUTE
D'EXPLOITATION (IBE)";Valeur 1;Valeur 2;Valeur 3
4066;Table 1;11. (+) Autres produits d'exploitation;Valeur 1;Valeur 2;Valeur 3
4067;Table 1;11. (+) Autres produits d'exploitation;Valeur 1;Valeur 2;Valeur 3
1324;Table 1;12. (-) Autres charges d'exploitation;Valeur 1;Valeur 2;Valeur 3
1349;Table 1;12. (-) Autres charges d'exploitation;Valeur 1;Valeur 2;Valeur 3
1325;Table 1;13. (+) Reprises d'exploitation, transferts de charges;Valeur 1;Valeur 2;Valeur 3
1350;Table 1;13. (+) Reprises d'exploitation, transferts de charges;Valeur 1;Valeur 2;Valeur 3
1326;Table 1;14. (-) Dotations d'exploitation;Valeur 1;Valeur 2;Valeur 3
1351;Table 1;14. (-) Dotations d'exploitation;Valeur 1;Valeur 2;Valeur 3
1327;Table 1;VI. (=) RESULTAT D'EXPLOITATION (+ou-);Valeur 1;Valeur 2;Valeur 3
1352;Table 1;VI. (=) RESULTAT D'EXPLOITATION (+ou-);Valeur 1;Valeur 2;Valeur 3
1328;Table 1;VII. (+/-) RESULTAT FINANCIER;Valeur 1;Valeur 2;Valeur 3
1353;Table 1;VII. (+/-) RESULTAT FINANCIER;Valeur 1;Valeur 2;Valeur 3
1329;Table 1;"VIII. (=) RESULTAT COURANT (+ou-
)";Valeur 1;Valeur 2;Valeur 3
1354;Table 1;"VIII. (=) RESULTAT COURANT (+ou-
)";Valeur 1;Valeur 2;Valeur 3
1330;Table 1;IX. (+/-) RESULTAT NON COURANT;Valeur 1;Valeur 2;Valeur 3
1355;Table 1;IX. (+/-) RESULTAT NON COURANT;Valeur 1;Valeur 2;Valeur 3
1331;Table 1;15. (-) IMPOTS SUR LES RESULTATS;Valeur 1;Valeur 2;Valeur 3
1356;Table 1;15. (-) IMPOTS SUR LES RESULTATS;Valeur 1;Valeur 2;Valeur 3
1332;Table 1;X. (=) RESULTAT NET DE L'EXERCICE;Valeur 1;Valeur 2;Valeur 3
1357;Table 1;X. (=) RESULTAT NET DE L'EXERCICE;Valeur 1;Valeur 2;Valeur 3
1372;Table 1;1. Résultat net de l'exercice;Valeur 1;Valeur 2;Valeur 3
1386;Table 1;1. Résultat net de l'exercice;Valeur 1;Valeur 2;Valeur 3
1373;Table 1;Bénéfice +;Valeur 1;Valeur 2;Valeur 3
1387;Table 1;Bénéfice +;Valeur 1;Valeur 2;Valeur 3
1374;Table 1;Perte -;Valeur 1;Valeur 2;Valeur 3
1388;Table 1;Perte -;Valeur 1;Valeur 2;Valeur 3
1375;Table 1;2. (+) Dotations d'exploitation (1);Valeur 1;Valeur 2;Valeur 3
1389;Table 1;2. (+) Dotations d'exploitation (1);Valeur 1;Valeur 2;Valeur 3
1376;Table 1;3. (+) Dotations financières (1);Valeur 1;Valeur 2;Valeur 3
1390;Table 1;3. (+) Dotations financières (1);Valeur 1;Valeur 2;Valeur 3
1377;Table 1;4. (+) Dotations non courantes (1);Valeur 1;Valeur 2;Valeur 3
1391;Table 1;4. (+) Dotations non courantes (1);Valeur 1;Valeur 2;Valeur 3
1378;Table 1;5. (-) Reprises d'exploitation (2);Valeur 1;Valeur 2;Valeur 3
1392;Table 1;5. (-) Reprises d'exploitation (2);Valeur 1;Valeur 2;Valeur 3
1379;Table 1;6. (-) Reprises financières (2);Valeur 1;Valeur 2;Valeur 3
1393;Table 1;6. (-) Reprises financières (2);Valeur 1;Valeur 2;Valeur 3
1380;Table 1;7. (-) Reprises non courantes (2)(3);Valeur 1;Valeur 2;Valeur 3
1394;Table 1;7. (-) Reprises non courantes (2)(3);Valeur 1;Valeur 2;Valeur 3
1381;Table 1;8. (-) Produits des cessions d'immobilisations (1);Valeur 1;Valeur 2;Valeur 3
1395;Table 1;8. (-) Produits des cessions d'immobilisations (1);Valeur 1;Valeur 2;Valeur 3
1382;Table 1;9. (+) Valeurs nettes d'amortiss. des immo. cédées;Valeur 1;Valeur 2;Valeur 3
1396;Table 1;9. (+) Valeurs nettes d'amortiss. des immo. cédées;Valeur 1;Valeur 2;Valeur 3
1383;Table 1;I. CAPACITE D'AUTOFINANCEMENT (C.A.F.);Valeur 1;Valeur 2;Valeur 3
1397;Table 1;I. CAPACITE D'AUTOFINANCEMENT (C.A.F.);Valeur 1;Valeur 2;Valeur 3
1384;Table 1;10. (-) Distributions de bénéfices;Valeur 1;Valeur 2;Valeur 3
1398;Table 1;10. (-) Distributions de bénéfices;Valeur 1;Valeur 2;Valeur 3
1385;Table 1;II. AUTOFINANCEMENT;Valeur 1;Valeur 2;Valeur 3
1399;Table 1;II. AUTOFINANCEMENT;Valeur 1;Valeur 2;Valeur 3
70;Table 1;Exercice clos le: (code = 70)(Type =Date);Valeur 1;Valeur 2;Valeur 3
1521;Table 1;611 - Achats revendus de marchandises;Valeur 1;Valeur 2;Valeur 3
1562;Table 1;611 - Achats revendus de marchandises;Valeur 1;Valeur 2;Valeur 3
1522;Table 1;* Achats de marchandises;Valeur 1;Valeur 2;Valeur 3
1563;Table 1;* Achats de marchandises;Valeur 1;Valeur 2;Valeur 3
1523;Table 1;Variation des stocks de marchandises (±);Valeur 1;Valeur 2;Valeur 3
1564;Table 1;Variation des stocks de marchandises (±);Valeur 1;Valeur 2;Valeur 3
1524;Table 1;Total;Valeur 1;Valeur 2;Valeur 3
1565;Table 1;Total;Valeur 1;Valeur 2;Valeur 3
1525;Table 1;612 - Achats consommés de matières et fournitures;Valeur 1;Valeur 2;Valeur 3
1566;Table 1;612 - Achats consommés de matières et fournitures;Valeur 1;Valeur 2;Valeur 3
1526;Table 1;* Achat de matières premières;Valeur 1;Valeur 2;Valeur 3
1567;Table 1;* Achat de matières premières;Valeur 1;Valeur 2;Valeur 3
1527;Table 1;*Variation des stocks de matières premières (+-);Valeur 1;Valeur 2;Valeur 3
1568;Table 1;*Variation des stocks de matières premières (+-);Valeur 1;Valeur 2;Valeur 3
1528;Table 1;* Achats de matières et fournitures consommables et d'emballages;Valeur 1;Valeur 2;Valeur 3
1569;Table 1;* Achats de matières et fournitures consommables et d'emballages;Valeur 1;Valeur 2;Valeur 3
1529;Table 1;Variation des stocks de matières, fournitures et emballages (+/-);Valeur 1;Valeur 2;Valeur 3
1570;Table 1;Variation des stocks de matières, fournitures et emballages (+/-);Valeur 1;Valeur 2;Valeur 3
1530;Table 1;* Achats non stockés de matières et de fournitures;Valeur 1;Valeur 2;Valeur 3
1571;Table 1;* Achats non stockés de matières et de fournitures;Valeur 1;Valeur 2;Valeur 3
1531;Table 1;* Achats de travaux, études et prestations de services;Valeur 1;Valeur 2;Valeur 3
1572;Table 1;* Achats de travaux, études et prestations de services;Valeur 1;Valeur 2;Valeur 3
1532;Table 1;Total;Valeur 1;Valeur 2;Valeur 3
1573;Table 1;Total;Valeur 1;Valeur 2;Valeur 3
1533;Table 1;613/614 - *Autres charges externes;Valeur 1;Valeur 2;Valeur 3
1574;Table 1;613/614 - *Autres charges externes;Valeur 1;Valeur 2;Valeur 3
1534;Table 1;* Locations et charges locatives;Valeur 1;Valeur 2;Valeur 3
1575;Table 1;* Locations et charges locatives;Valeur 1;Valeur 2;Valeur 3
1535;Table 1;* Redevances de crédit-bail;Valeur 1;Valeur 2;Valeur 3
1576;Table 1;* Redevances de crédit-bail;Valeur 1;Valeur 2;Valeur 3
1536;Table 1;* Entretien et réparations;Valeur 1;Valeur 2;Valeur 3
1577;Table 1;* Entretien et réparations;Valeur 1;Valeur 2;Valeur 3
1537;Table 1;* Primes d'assurances;Valeur 1;Valeur 2;Valeur 3
1578;Table 1;* Primes d'assurances;Valeur 1;Valeur 2;Valeur 3
1538;Table 1;* Rémunérations du personnel extérieur à l'entreprise;Valeur 1;Valeur 2;Valeur 3
1579;Table 1;* Rémunérations du personnel extérieur à l'entreprise;Valeur 1;Valeur 2;Valeur 3
1539;Table 1;* Rémunérations d'intermédiaires et honoraires;Valeur 1;Valeur 2;Valeur 3
10091;Table 1;* Rémunérations d'intermédiaires et honoraires;Valeur 1;Valeur 2;Valeur 3
1540;Table 1;* Redevances pour brevets, marques, droits.......;Valeur 1;Valeur 2;Valeur 3
10420;Table 1;* Redevances pour brevets, marques, droits.......;Valeur 1;Valeur 2;Valeur 3
1541;Table 1;*Transports;Valeur 1;Valeur 2;Valeur 3
1582;Table 1;*Transports;Valeur 1;Valeur 2;Valeur 3
1542;Table 1;* Déplacements, missions et réceptions;Valeur 1;Valeur 2;Valeur 3
1583;Table 1;* Déplacements, missions et réceptions;Valeur 1;Valeur 2;Valeur 3
1543;Table 1;* Reste du poste des autres charges externes;Valeur 1;Valeur 2;Valeur 3
1584;Table 1;* Reste du poste des autres charges externes;Valeur 1;Valeur 2;Valeur 3
1544;Table 1;Total;Valeur 1;Valeur 2;Valeur 3
1585;Table 1;Total;Valeur 1;Valeur 2;Valeur 3
1545;Table 1;617 - * Charges de personnel;Valeur 1;Valeur 2;Valeur 3
1586;Table 1;617 - * Charges de personnel;Valeur 1;Valeur 2;Valeur 3
1546;Table 1;* Rémunération du personnel;Valeur 1;Valeur 2;Valeur 3
1587;Table 1;* Rémunération du personnel;Valeur 1;Valeur 2;Valeur 3
1547;Table 1;* Charges sociales;Valeur 1;Valeur 2;Valeur 3
1588;Table 1;* Charges sociales;Valeur 1;Valeur 2;Valeur 3
1548;Table 1;* Reste du poste des charges de personnel;Valeur 1;Valeur 2;Valeur 3
1589;Table 1;* Reste du poste des charges de personnel;Valeur 1;Valeur 2;Valeur 3
1549;Table 1;Total;Valeur 1;Valeur 2;Valeur 3
1590;Table 1;Total;Valeur 1;Valeur 2;Valeur 3
1550;Table 1;618 - Autres charges d'exploitation;Valeur 1;Valeur 2;Valeur 3
1591;Table 1;618 - Autres charges d'exploitation;Valeur 1;Valeur 2;Valeur 3
1551;Table 1;* Jetons de présence;Valeur 1;Valeur 2;Valeur 3
1592;Table 1;* Jetons de présence;Valeur 1;Valeur 2;Valeur 3
1552;Table 1;* Pertes sur créances irrécouvrables;Valeur 1;Valeur 2;Valeur 3
1593;Table 1;* Pertes sur créances irrécouvrables;Valeur 1;Valeur 2;Valeur 3
1553;Table 1;* Reste du poste des autres charges d'exploitation;Valeur 1;Valeur 2;Valeur 3
1594;Table 1;* Reste du poste des autres charges d'exploitation;Valeur 1;Valeur 2;Valeur 3
1733;Table 1;Total;Valeur 1;Valeur 2;Valeur 3
1734;Table 1;Total;Valeur 1;Valeur 2;Valeur 3
1764;Table 1;638 *Autres charges financières;Valeur 1;Valeur 2;Valeur 3
1814;Table 1;638 *Autres charges financières;Valeur 1;Valeur 2;Valeur 3
1765;Table 1;* Charges nettes sur cessions de;Valeur 1;Valeur 2;Valeur 3
1815;Table 1;* Charges nettes sur cessions de;Valeur 1;Valeur 2;Valeur 3
1766;Table 1;* Reste du poste des autres charges financières;Valeur 1;Valeur 2;Valeur 3
1816;Table 1;* Reste du poste des autres charges financières;Valeur 1;Valeur 2;Valeur 3
1767;Table 1;TOTAL;Valeur 1;Valeur 2;Valeur 3
1817;Table 1;TOTAL;Valeur 1;Valeur 2;Valeur 3
1792;Table 1;658 - Autres charges non courantes;Valeur 1;Valeur 2;Valeur 3
1807;Table 1;658 - Autres charges non courantes;Valeur 1;Valeur 2;Valeur 3
1793;Table 1;* Pénalités sur marchés et dédits;Valeur 1;Valeur 2;Valeur 3
1808;Table 1;* Pénalités sur marchés et dédits;Valeur 1;Valeur 2;Valeur 3
1794;Table 1;* Rappels d'impôts (autres qu'impôts sur les résultats);Valeur 1;Valeur 2;Valeur 3
1809;Table 1;* Rappels d'impôts (autres qu'impôts sur les résultats);Valeur 1;Valeur 2;Valeur 3
1795;Table 1;* Pénalités et amendes fiscales et pénales;Valeur 1;Valeur 2;Valeur 3
1810;Table 1;* Pénalités et amendes fiscales et pénales;Valeur 1;Valeur 2;Valeur 3
1796;Table 1;* Créances devenues irrécouvrables;Valeur 1;Valeur 2;Valeur 3
1811;Table 1;* Créances devenues irrécouvrables;Valeur 1;Valeur 2;Valeur 3
1797;Table 1;* Reste du poste des autres charges non courantes;Valeur 1;Valeur 2;Valeur 3
1812;Table 1;* Reste du poste des autres charges non courantes;Valeur 1;Valeur 2;Valeur 3
1798;Table 1;Total;Valeur 1;Valeur 2;Valeur 3
1813;Table 1;Total;Valeur 1;Valeur 2;Valeur 3
1963;Table 1;711 * Ventes de marchandises;Valeur 1;Valeur 2;Valeur 3
1989;Table 1;711 * Ventes de marchandises;Valeur 1;Valeur 2;Valeur 3
1964;Table 1;* Ventes de marchandises au Maroc;Valeur 1;Valeur 2;Valeur 3
1990;Table 1;* Ventes de marchandises au Maroc;Valeur 1;Valeur 2;Valeur 3
1965;Table 1;* Ventes de marchandises à l'étranger;Valeur 1;Valeur 2;Valeur 3
1991;Table 1;* Ventes de marchandises à l'étranger;Valeur 1;Valeur 2;Valeur 3
1966;Table 1;* Reste du poste des ventes de marchandises;Valeur 1;Valeur 2;Valeur 3
1992;Table 1;* Reste du poste des ventes de marchandises;Valeur 1;Valeur 2;Valeur 3
1967;Table 1;Total;Valeur 1;Valeur 2;Valeur 3
1993;Table 1;Total;Valeur 1;Valeur 2;Valeur 3
1968;Table 1;712 * Ventes de biens et services produits;Valeur 1;Valeur 2;Valeur 3
1994;Table 1;712 * Ventes de biens et services produits;Valeur 1;Valeur 2;Valeur 3
1969;Table 1;*Ventes de biens au Maroc;Valeur 1;Valeur 2;Valeur 3
1995;Table 1;*Ventes de biens au Maroc;Valeur 1;Valeur 2;Valeur 3
1970;Table 1;*Ventes de biens à l'étranger;Valeur 1;Valeur 2;Valeur 3
1996;Table 1;*Ventes de biens à l'étranger;Valeur 1;Valeur 2;Valeur 3
1971;Table 1;*Ventes de services au Maroc;Valeur 1;Valeur 2;Valeur 3
1997;Table 1;*Ventes de services au Maroc;Valeur 1;Valeur 2;Valeur 3
1972;Table 1;*Ventes de services à l'étranger;Valeur 1;Valeur 2;Valeur 3
1998;Table 1;*Ventes de services à l'étranger;Valeur 1;Valeur 2;Valeur 3
1973;Table 1;* Redevances pour brevets, marques, droits..;Valeur 1;Valeur 2;Valeur 3
1999;Table 1;* Redevances pour brevets, marques, droits..;Valeur 1;Valeur 2;Valeur 3
1974;Table 1;* Reste du poste des ventes et services produits;Valeur 1;Valeur 2;Valeur 3
2000;Table 1;* Reste du poste des ventes et services produits;Valeur 1;Valeur 2;Valeur 3
1975;Table 1;Total;Valeur 1;Valeur 2;Valeur 3
2001;Table 1;Total;Valeur 1;Valeur 2;Valeur 3
1976;Table 1;713 *Variation des stocks de produits;Valeur 1;Valeur 2;Valeur 3
2002;Table 1;713 *Variation des stocks de produits;Valeur 1;Valeur 2;Valeur 3
1977;Table 1;* Variation des stocks des biens produits (+/-);Valeur 1;Valeur 2;Valeur 3
2003;Table 1;* Variation des stocks des biens produits (+/-);Valeur 1;Valeur 2;Valeur 3
1978;Table 1;*Variation des stocks des services produits (+/-);Valeur 1;Valeur 2;Valeur 3
2004;Table 1;*Variation des stocks des services produits (+/-);Valeur 1;Valeur 2;Valeur 3
1979;Table 1;*Variation des stocks des produits en cours (+/-);Valeur 1;Valeur 2;Valeur 3
2005;Table 1;*Variation des stocks des produits en cours (+/-);Valeur 1;Valeur 2;Valeur 3
1980;Table 1;Total;Valeur 1;Valeur 2;Valeur 3
2006;Table 1;Total;Valeur 1;Valeur 2;Valeur 3
1981;Table 1;718 * Autres produits d'exploitation;Valeur 1;Valeur 2;Valeur 3
2007;Table 1;718 * Autres produits d'exploitation;Valeur 1;Valeur 2;Valeur 3
1982;Table 1;* Jetons de présence reçus;Valeur 1;Valeur 2;Valeur 3
2008;Table 1;* Jetons de présence reçus;Valeur 1;Valeur 2;Valeur 3
1983;Table 1;* Reste du poste (produits divers);Valeur 1;Valeur 2;Valeur 3
2009;Table 1;* Reste du poste (produits divers);Valeur 1;Valeur 2;Valeur 3
1984;Table 1;Total;Valeur 1;Valeur 2;Valeur 3
2010;Table 1;Total;Valeur 1;Valeur 2;Valeur 3
1985;Table 1;719 Reprises d'exploitation, transferts de charges;Valeur 1;Valeur 2;Valeur 3
2011;Table 1;719 Reprises d'exploitation, transferts de charges;Valeur 1;Valeur 2;Valeur 3
1986;Table 1;* Reprises;Valeur 1;Valeur 2;Valeur 3
2012;Table 1;* Reprises;Valeur 1;Valeur 2;Valeur 3
1987;Table 1;*Transferts de charges;Valeur 1;Valeur 2;Valeur 3
2013;Table 1;*Transferts de charges;Valeur 1;Valeur 2;Valeur 3
1988;Table 1;Total;Valeur 1;Valeur 2;Valeur 3
2014;Table 1;Total;Valeur 1;Valeur 2;Valeur 3
2022;Table 1;738 * Intérêts et autres produits financiers;Valeur 1;Valeur 2;Valeur 3
2029;Table 1;738 * Intérêts et autres produits financiers;Valeur 1;Valeur 2;Valeur 3
2024;Table 1;* Intérêts et produits assimilés;Valeur 1;Valeur 2;Valeur 3
2031;Table 1;* Intérêts et produits assimilés;Valeur 1;Valeur 2;Valeur 3
2025;Table 1;* Revenus des créances rattachées à des participations;Valeur 1;Valeur 2;Valeur 3
2032;Table 1;* Revenus des créances rattachées à des participations;Valeur 1;Valeur 2;Valeur 3
2026;Table 1;* Produits nets sur cessions de titres et valeurs de placement;Valeur 1;Valeur 2;Valeur 3
2033;Table 1;* Produits nets sur cessions de titres et valeurs de placement;Valeur 1;Valeur 2;Valeur 3
2027;Table 1;* Reste du poste intérêts et autres produits financiers;Valeur 1;Valeur 2;Valeur 3
2034;Table 1;* Reste du poste intérêts et autres produits financiers;Valeur 1;Valeur 2;Valeur 3
2028;Table 1;Total;Valeur 1;Valeur 2;Valeur 3
2035;Table 1;Total;Valeur 1;Valeur 2;Valeur 3
53;Table 1;Exercice clos le: (code = 53)(Type =Date);Valeur 1;Valeur 2;Valeur 3
1098;Table 1;"(code = 1098)
(Type
=Texte)";Valeur 1;Valeur 2;Valeur 3
1099;Table 1;"(code = 1098)
(Type
=Texte)";Valeur 1;Valeur 2;Valeur 3
1100;Table 1;"(code = 1098)
(Type
=Texte)";Valeur 1;Valeur 2;Valeur 3
1101;Table 1;"(code = 1098)
(Type
=Texte)";Valeur 1;Valeur 2;Valeur 3
1102;Table 1;"(code = 1098)
(Type
=Texte)";Valeur 1;Valeur 2;Valeur 3
1103;Table 1;"(code = 1098)
(Type
=Texte)";Valeur 1;Valeur 2;Valeur 3
1104;Table 1;"(code = 1098)
(Type
=Texte)";Valeur 1;Valeur 2;Valeur 3
1105;Table 1;"(code = 1098)
(Type
=Texte)";Valeur 1;Valeur 2;Valeur 3
1106;Table 1;"(code = 1098)
(Type
=Texte)";Valeur 1;Valeur 2;Valeur 3
1107;Table 1;"(code = 1098)
(Type
=Texte)";Valeur 1;Valeur 2;Valeur 3
1108;Table 1;"(code = 1098)
(Type
=Texte)";Valeur 1;Valeur 2;Valeur 3
1231;Table 1;IMMOBILISATION EN NON- VALEURS;Valeur 1;Valeur 2;Valeur 3
1232;Table 1;IMMOBILISATION EN NON- VALEURS;Valeur 1;Valeur 2;Valeur 3
1233;Table 1;IMMOBILISATION EN NON- VALEURS;Valeur 1;Valeur 2;Valeur 3
1234;Table 1;IMMOBILISATION EN NON- VALEURS;Valeur 1;Valeur 2;Valeur 3
1236;Table 1;* Frais préliminaires;Valeur 1;Valeur 2;Valeur 3
1237;Table 1;* Frais préliminaires;Valeur 1;Valeur 2;Valeur 3
1238;Table 1;* Frais préliminaires;Valeur 1;Valeur 2;Valeur 3
1239;Table 1;* Frais préliminaires;Valeur 1;Valeur 2;Valeur 3
1241;Table 1;* Charges à répartir sur plusieurs exercices;Valeur 1;Valeur 2;Valeur 3
1242;Table 1;* Charges à répartir sur plusieurs exercices;Valeur 1;Valeur 2;Valeur 3
1243;Table 1;* Charges à répartir sur plusieurs exercices;Valeur 1;Valeur 2;Valeur 3
1244;Table 1;* Charges à répartir sur plusieurs exercices;Valeur 1;Valeur 2;Valeur 3
1246;Table 1;* Primes de remboursement des obligations;Valeur 1;Valeur 2;Valeur 3
1247;Table 1;* Primes de remboursement des obligations;Valeur 1;Valeur 2;Valeur 3
1248;Table 1;* Primes de remboursement des obligations;Valeur 1;Valeur 2;Valeur 3
1249;Table 1;* Primes de remboursement des obligations;Valeur 1;Valeur 2;Valeur 3
12121;Table 1;"(code = 12121)
(Type
=Texte)";Valeur 1;Valeur 2;Valeur 3
12122;Table 1;"(code = 12121)
(Type
=Texte)";Valeur 1;Valeur 2;Valeur 3
12123;Table 1;"(code = 12121)
(Type
=Texte)";Valeur 1;Valeur 2;Valeur 3
12124;Table 1;"(code = 12121)
(Type
=Texte)";Valeur 1;Valeur 2;Valeur 3
