code_edi;tableau_nom;libelle_ligne;label_col1;label_col2;label_col3
11258;Table 1;* Achats consommés(2) de matières et fournitures;Valeur 1;Valeur 2;Valeur 3
11259;Table 1;* Achats consommés(2) de matières et fournitures;Valeur 1;Valeur 2;Valeur 3
11261;Table 1;* Autres charges externes;Valeur 1;Valeur 2;Valeur 3
11262;Table 1;* Autres charges externes;Valeur 1;Valeur 2;Valeur 3
11263;Table 1;* Autres charges externes;Valeur 1;Valeur 2;Valeur 3
11264;Table 1;* Autres charges externes;Valeur 1;Valeur 2;Valeur 3
11251;Table 1;* Impôts et taxes;Valeur 1;Valeur 2;Valeur 3
11252;Table 1;* Impôts et taxes;Valeur 1;Valeur 2;Valeur 3
11253;Table 1;* Impôts et taxes;Valeur 1;Valeur 2;Valeur 3
11254;Table 1;* Impôts et taxes;Valeur 1;Valeur 2;Valeur 3
11266;Table 1;* Charges de personnel;Valeur 1;Valeur 2;Valeur 3
11267;Table 1;* Charges de personnel;Valeur 1;Valeur 2;Valeur 3
11268;Table 1;* Charges de personnel;Valeur 1;Valeur 2;Valeur 3
11269;Table 1;* Charges de personnel;Valeur 1;Valeur 2;Valeur 3
11246;Table 1;* Autres charges d'exploitation;Valeur 1;Valeur 2;Valeur 3
11247;Table 1;* Autres charges d'exploitation;Valeur 1;Valeur 2;Valeur 3
11248;Table 1;* Autres charges d'exploitation;Valeur 1;Valeur 2;Valeur 3
11249;Table 1;* Autres charges d'exploitation;Valeur 1;Valeur 2;Valeur 3
11241;Table 1;* Dotations d'exploitation;Valeur 1;Valeur 2;Valeur 3
11242;Table 1;* Dotations d'exploitation;Valeur 1;Valeur 2;Valeur 3
11243;Table 1;* Dotations d'exploitation;Valeur 1;Valeur 2;Valeur 3
11244;Table 1;* Dotations d'exploitation;Valeur 1;Valeur 2;Valeur 3
11236;Table 1;Total II;Valeur 1;Valeur 2;Valeur 3
11237;Table 1;Total II;Valeur 1;Valeur 2;Valeur 3
11238;Table 1;Total II;Valeur 1;Valeur 2;Valeur 3
11239;Table 1;Total II;Valeur 1;Valeur 2;Valeur 3
11231;Table 1;III. RESULTAT D'EXPLOITATION (I- II);Valeur 1;Valeur 2;Valeur 3
11232;Table 1;III. RESULTAT D'EXPLOITATION (I- II);Valeur 1;Valeur 2;Valeur 3
11233;Table 1;III. RESULTAT D'EXPLOITATION (I- II);Valeur 1;Valeur 2;Valeur 3
11234;Table 1;III. RESULTAT D'EXPLOITATION (I- II);Valeur 1;Valeur 2;Valeur 3
11326;Table 1;IV. PRODUITS FINANCIERS;Valeur 1;Valeur 2;Valeur 3
11327;Table 1;IV. PRODUITS FINANCIERS;Valeur 1;Valeur 2;Valeur 3
11328;Table 1;IV. PRODUITS FINANCIERS;Valeur 1;Valeur 2;Valeur 3
11329;Table 1;IV. PRODUITS FINANCIERS;Valeur 1;Valeur 2;Valeur 3
11271;Table 1;* Produits des titres de partic. et autres titres immobilisés;Valeur 1;Valeur 2;Valeur 3
11272;Table 1;* Produits des titres de partic. et autres titres immobilisés;Valeur 1;Valeur 2;Valeur 3
11273;Table 1;* Produits des titres de partic. et autres titres immobilisés;Valeur 1;Valeur 2;Valeur 3
11274;Table 1;* Produits des titres de partic. et autres titres immobilisés;Valeur 1;Valeur 2;Valeur 3
11276;Table 1;* Gains de change;Valeur 1;Valeur 2;Valeur 3
11277;Table 1;* Gains de change;Valeur 1;Valeur 2;Valeur 3
11278;Table 1;* Gains de change;Valeur 1;Valeur 2;Valeur 3
11279;Table 1;* Gains de change;Valeur 1;Valeur 2;Valeur 3
11281;Table 1;* Intérêts et autres produits financiers;Valeur 1;Valeur 2;Valeur 3
11282;Table 1;* Intérêts et autres produits financiers;Valeur 1;Valeur 2;Valeur 3
11283;Table 1;* Intérêts et autres produits financiers;Valeur 1;Valeur 2;Valeur 3
11284;Table 1;* Intérêts et autres produits financiers;Valeur 1;Valeur 2;Valeur 3
11286;Table 1;* Reprises financier : transfert charges;Valeur 1;Valeur 2;Valeur 3
11287;Table 1;* Reprises financier : transfert charges;Valeur 1;Valeur 2;Valeur 3
11288;Table 1;* Reprises financier : transfert charges;Valeur 1;Valeur 2;Valeur 3
11289;Table 1;* Reprises financier : transfert charges;Valeur 1;Valeur 2;Valeur 3
11291;Table 1;. Total IV;Valeur 1;Valeur 2;Valeur 3
11292;Table 1;. Total IV;Valeur 1;Valeur 2;Valeur 3
11293;Table 1;. Total IV;Valeur 1;Valeur 2;Valeur 3
11294;Table 1;. Total IV;Valeur 1;Valeur 2;Valeur 3
11321;Table 1;V. CHARGES FINANCIERES;Valeur 1;Valeur 2;Valeur 3
11322;Table 1;V. CHARGES FINANCIERES;Valeur 1;Valeur 2;Valeur 3
11323;Table 1;V. CHARGES FINANCIERES;Valeur 1;Valeur 2;Valeur 3
11324;Table 1;V. CHARGES FINANCIERES;Valeur 1;Valeur 2;Valeur 3
11296;Table 1;* Charges d'intérêts;Valeur 1;Valeur 2;Valeur 3
11297;Table 1;* Charges d'intérêts;Valeur 1;Valeur 2;Valeur 3
11298;Table 1;* Charges d'intérêts;Valeur 1;Valeur 2;Valeur 3
11299;Table 1;* Charges d'intérêts;Valeur 1;Valeur 2;Valeur 3
11301;Table 1;* Pertes de change;Valeur 1;Valeur 2;Valeur 3
11302;Table 1;* Pertes de change;Valeur 1;Valeur 2;Valeur 3
11303;Table 1;* Pertes de change;Valeur 1;Valeur 2;Valeur 3
11304;Table 1;* Pertes de change;Valeur 1;Valeur 2;Valeur 3
11306;Table 1;* Autres charges financières;Valeur 1;Valeur 2;Valeur 3
11307;Table 1;* Autres charges financières;Valeur 1;Valeur 2;Valeur 3
11308;Table 1;* Autres charges financières;Valeur 1;Valeur 2;Valeur 3
11309;Table 1;* Autres charges financières;Valeur 1;Valeur 2;Valeur 3
11311;Table 1;* Dotations financières;Valeur 1;Valeur 2;Valeur 3
11312;Table 1;* Dotations financières;Valeur 1;Valeur 2;Valeur 3
11313;Table 1;* Dotations financières;Valeur 1;Valeur 2;Valeur 3
11314;Table 1;* Dotations financières;Valeur 1;Valeur 2;Valeur 3
11316;Table 1;Total V;Valeur 1;Valeur 2;Valeur 3
11317;Table 1;Total V;Valeur 1;Valeur 2;Valeur 3
11318;Table 1;Total V;Valeur 1;Valeur 2;Valeur 3
11319;Table 1;Total V;Valeur 1;Valeur 2;Valeur 3
11331;Table 1;VI. RESULTAT FINANCIER (IV-V);Valeur 1;Valeur 2;Valeur 3
11332;Table 1;VI. RESULTAT FINANCIER (IV-V);Valeur 1;Valeur 2;Valeur 3
11333;Table 1;VI. RESULTAT FINANCIER (IV-V);Valeur 1;Valeur 2;Valeur 3
11334;Table 1;VI. RESULTAT FINANCIER (IV-V);Valeur 1;Valeur 2;Valeur 3
11336;Table 1;VII. RESULTAT COURANT (III+VI);Valeur 1;Valeur 2;Valeur 3
11337;Table 1;VII. RESULTAT COURANT (III+VI);Valeur 1;Valeur 2;Valeur 3
11338;Table 1;VII. RESULTAT COURANT (III+VI);Valeur 1;Valeur 2;Valeur 3
11339;Table 1;VII. RESULTAT COURANT (III+VI);Valeur 1;Valeur 2;Valeur 3
11391;Table 1;VIII. PRODUITS NON COURANTS;Valeur 1;Valeur 2;Valeur 3
11392;Table 1;VIII. PRODUITS NON COURANTS;Valeur 1;Valeur 2;Valeur 3
11393;Table 1;VIII. PRODUITS NON COURANTS;Valeur 1;Valeur 2;Valeur 3
11394;Table 1;VIII. PRODUITS NON COURANTS;Valeur 1;Valeur 2;Valeur 3
11341;Table 1;* Produits des cessions d'immobilisations;Valeur 1;Valeur 2;Valeur 3
11342;Table 1;* Produits des cessions d'immobilisations;Valeur 1;Valeur 2;Valeur 3
11343;Table 1;* Produits des cessions d'immobilisations;Valeur 1;Valeur 2;Valeur 3
11344;Table 1;* Produits des cessions d'immobilisations;Valeur 1;Valeur 2;Valeur 3
11346;Table 1;* Subventions d'équilibre;Valeur 1;Valeur 2;Valeur 3
11347;Table 1;* Subventions d'équilibre;Valeur 1;Valeur 2;Valeur 3
11348;Table 1;* Subventions d'équilibre;Valeur 1;Valeur 2;Valeur 3
11349;Table 1;* Subventions d'équilibre;Valeur 1;Valeur 2;Valeur 3
11351;Table 1;* Reprises sur subventions d'investissement;Valeur 1;Valeur 2;Valeur 3
11352;Table 1;* Reprises sur subventions d'investissement;Valeur 1;Valeur 2;Valeur 3
11353;Table 1;* Reprises sur subventions d'investissement;Valeur 1;Valeur 2;Valeur 3
11354;Table 1;* Reprises sur subventions d'investissement;Valeur 1;Valeur 2;Valeur 3
11356;Table 1;* Autres produits non courants;Valeur 1;Valeur 2;Valeur 3
11357;Table 1;* Autres produits non courants;Valeur 1;Valeur 2;Valeur 3
11358;Table 1;* Autres produits non courants;Valeur 1;Valeur 2;Valeur 3
11359;Table 1;* Autres produits non courants;Valeur 1;Valeur 2;Valeur 3
11361;Table 1;"* Reprises non courantes ; transferts de charges";Valeur 1;Valeur 2;Valeur 3
11362;Table 1;"* Reprises non courantes ; transferts de charges";Valeur 1;Valeur 2;Valeur 3
11363;Table 1;"* Reprises non courantes ; transferts de charges";Valeur 1;Valeur 2;Valeur 3
11364;Table 1;"* Reprises non courantes ; transferts de charges";Valeur 1;Valeur 2;Valeur 3
11366;Table 1;Total VIII;Valeur 1;Valeur 2;Valeur 3
11367;Table 1;Total VIII;Valeur 1;Valeur 2;Valeur 3
11368;Table 1;Total VIII;Valeur 1;Valeur 2;Valeur 3
11369;Table 1;Total VIII;Valeur 1;Valeur 2;Valeur 3
11396;Table 1;IX. CHARGES NON COURANTES;Valeur 1;Valeur 2;Valeur 3
11397;Table 1;IX. CHARGES NON COURANTES;Valeur 1;Valeur 2;Valeur 3
11398;Table 1;IX. CHARGES NON COURANTES;Valeur 1;Valeur 2;Valeur 3
11399;Table 1;IX. CHARGES NON COURANTES;Valeur 1;Valeur 2;Valeur 3
11371;Table 1;* Valeurs nettes d'amortissements des immobilisations cédées;Valeur 1;Valeur 2;Valeur 3
11372;Table 1;* Valeurs nettes d'amortissements des immobilisations cédées;Valeur 1;Valeur 2;Valeur 3
11373;Table 1;* Valeurs nettes d'amortissements des immobilisations cédées;Valeur 1;Valeur 2;Valeur 3
11374;Table 1;* Valeurs nettes d'amortissements des immobilisations cédées;Valeur 1;Valeur 2;Valeur 3
11376;Table 1;* Subventions accordées;Valeur 1;Valeur 2;Valeur 3
11377;Table 1;* Subventions accordées;Valeur 1;Valeur 2;Valeur 3
11378;Table 1;* Subventions accordées;Valeur 1;Valeur 2;Valeur 3
11379;Table 1;* Subventions accordées;Valeur 1;Valeur 2;Valeur 3
11381;Table 1;* Autres charges non courantes;Valeur 1;Valeur 2;Valeur 3
11382;Table 1;* Autres charges non courantes;Valeur 1;Valeur 2;Valeur 3
11383;Table 1;* Autres charges non courantes;Valeur 1;Valeur 2;Valeur 3
11384;Table 1;* Autres charges non courantes;Valeur 1;Valeur 2;Valeur 3
11386;Table 1;* Dotations non courantes aux amortissements et aux provisions;Valeur 1;Valeur 2;Valeur 3
11387;Table 1;* Dotations non courantes aux amortissements et aux provisions;Valeur 1;Valeur 2;Valeur 3
11388;Table 1;* Dotations non courantes aux amortissements et aux provisions;Valeur 1;Valeur 2;Valeur 3
11389;Table 1;* Dotations non courantes aux amortissements et aux provisions;Valeur 1;Valeur 2;Valeur 3
11406;Table 1;Total IX;Valeur 1;Valeur 2;Valeur 3
11407;Table 1;Total IX;Valeur 1;Valeur 2;Valeur 3
11408;Table 1;Total IX;Valeur 1;Valeur 2;Valeur 3
11409;Table 1;Total IX;Valeur 1;Valeur 2;Valeur 3
11401;Table 1;X. RESULTAT NON COURANT (VIII- IX);Valeur 1;Valeur 2;Valeur 3
11402;Table 1;X. RESULTAT NON COURANT (VIII- IX);Valeur 1;Valeur 2;Valeur 3
11403;Table 1;X. RESULTAT NON COURANT (VIII- IX);Valeur 1;Valeur 2;Valeur 3
11404;Table 1;X. RESULTAT NON COURANT (VIII- IX);Valeur 1;Valeur 2;Valeur 3
11411;Table 1;XI. RESULTAT AVANT IMPOTS (VII+X);Valeur 1;Valeur 2;Valeur 3
11412;Table 1;XI. RESULTAT AVANT IMPOTS (VII+X);Valeur 1;Valeur 2;Valeur 3
11413;Table 1;XI. RESULTAT AVANT IMPOTS (VII+X);Valeur 1;Valeur 2;Valeur 3
11414;Table 1;XI. RESULTAT AVANT IMPOTS (VII+X);Valeur 1;Valeur 2;Valeur 3
11416;Table 1;XII. IMPOTS SUR LES RESULTATS;Valeur 1;Valeur 2;Valeur 3
11417;Table 1;XII. IMPOTS SUR LES RESULTATS;Valeur 1;Valeur 2;Valeur 3
11418;Table 1;XII. IMPOTS SUR LES RESULTATS;Valeur 1;Valeur 2;Valeur 3
11419;Table 1;XII. IMPOTS SUR LES RESULTATS;Valeur 1;Valeur 2;Valeur 3
11421;Table 1;RESULTAT NET (XI-XII);Valeur 1;Valeur 2;Valeur 3
11422;Table 1;RESULTAT NET (XI-XII);Valeur 1;Valeur 2;Valeur 3
11423;Table 1;RESULTAT NET (XI-XII);Valeur 1;Valeur 2;Valeur 3
11424;Table 1;RESULTAT NET (XI-XII);Valeur 1;Valeur 2;Valeur 3
11426;Table 1;XIV. TOTAL DES PRODUITS (I+IV+VIII);Valeur 1;Valeur 2;Valeur 3
11427;Table 1;XIV. TOTAL DES PRODUITS (I+IV+VIII);Valeur 1;Valeur 2;Valeur 3
11428;Table 1;XIV. TOTAL DES PRODUITS (I+IV+VIII);Valeur 1;Valeur 2;Valeur 3
11429;Table 1;XIV. TOTAL DES PRODUITS (I+IV+VIII);Valeur 1;Valeur 2;Valeur 3
11431;Table 1;XV. TOTAL DES CHARGES (II+V+IX+XII);Valeur 1;Valeur 2;Valeur 3
11432;Table 1;XV. TOTAL DES CHARGES (II+V+IX+XII);Valeur 1;Valeur 2;Valeur 3
11433;Table 1;XV. TOTAL DES CHARGES (II+V+IX+XII);Valeur 1;Valeur 2;Valeur 3
11434;Table 1;XV. TOTAL DES CHARGES (II+V+IX+XII);Valeur 1;Valeur 2;Valeur 3
11436;Table 1;RESULTAT NET (total des produits- total des charges);Valeur 1;Valeur 2;Valeur 3
11437;Table 1;RESULTAT NET (total des produits- total des charges);Valeur 1;Valeur 2;Valeur 3
11438;Table 1;RESULTAT NET (total des produits- total des charges);Valeur 1;Valeur 2;Valeur 3
11439;Table 1;RESULTAT NET (total des produits- total des charges);Valeur 1;Valeur 2;Valeur 3
817;Table 1;* Bénéfice net;Valeur 1;Valeur 2;Valeur 3
819;Table 1;* Bénéfice net;Valeur 1;Valeur 2;Valeur 3
818;Table 1;* Perte nette;Valeur 1;Valeur 2;Valeur 3
820;Table 1;* Perte nette;Valeur 1;Valeur 2;Valeur 3
18009;Table 1;REINTEGRATIONS FISCALES;Valeur 1;Valeur 2;Valeur 3
18010;Table 1;REINTEGRATIONS FISCALES;Valeur 1;Valeur 2;Valeur 3
821;Table 1;(code = 821) (Type =Texte);Valeur 1;Valeur 2;Valeur 3
822;Table 1;(code = 821) (Type =Texte);Valeur 1;Valeur 2;Valeur 3
823;Table 1;(code = 821) (Type =Texte);Valeur 1;Valeur 2;Valeur 3
824;Table 1;(code = 824) (Type =Texte);Valeur 1;Valeur 2;Valeur 3
825;Table 1;(code = 824) (Type =Texte);Valeur 1;Valeur 2;Valeur 3
826;Table 1;(code = 824) (Type =Texte);Valeur 1;Valeur 2;Valeur 3
18012;Table 1;DEDUCTIONS FISCALES;Valeur 1;Valeur 2;Valeur 3
18013;Table 1;DEDUCTIONS FISCALES;Valeur 1;Valeur 2;Valeur 3
827;Table 1;(code = 827) (Type =Texte);Valeur 1;Valeur 2;Valeur 3
828;Table 1;(code = 827) (Type =Texte);Valeur 1;Valeur 2;Valeur 3
830;Table 1;(code = 827) (Type =Texte);Valeur 1;Valeur 2;Valeur 3
829;Table 1;(code = 829) (Type =Texte);Valeur 1;Valeur 2;Valeur 3
831;Table 1;(code = 829) (Type =Texte);Valeur 1;Valeur 2;Valeur 3
7830;Table 1;(code = 829) (Type =Texte);Valeur 1;Valeur 2;Valeur 3
833;Table 1;Total;Valeur 1;Valeur 2;Valeur 3
834;Table 1;Total;Valeur 1;Valeur 2;Valeur 3
837;Table 1;Bénéfice brut si T1> T2 (A);Valeur 1;Valeur 2;Valeur 3
839;Table 1;Bénéfice brut si T1> T2 (A);Valeur 1;Valeur 2;Valeur 3
838;Table 1;Déficit brut fiscal si T2> T1 (B);Valeur 1;Valeur 2;Valeur 3
840;Table 1;Déficit brut fiscal si T2> T1 (B);Valeur 1;Valeur 2;Valeur 3
845;Table 1;* Exercice n-4;Valeur 1;Valeur 2;Valeur 3
849;Table 1;* Exercice n-4;Valeur 1;Valeur 2;Valeur 3
846;Table 1;* Exercice n-3;Valeur 1;Valeur 2;Valeur 3
850;Table 1;* Exercice n-3;Valeur 1;Valeur 2;Valeur 3
847;Table 1;* Exercice n-2;Valeur 1;Valeur 2;Valeur 3
851;Table 1;* Exercice n-2;Valeur 1;Valeur 2;Valeur 3
848;Table 1;* Exercice n-1;Valeur 1;Valeur 2;Valeur 3
852;Table 1;* Exercice n-1;Valeur 1;Valeur 2;Valeur 3
6872;Table 1;. Bénéfice net fiscal ( A - C) (OU);Valeur 1;Valeur 2;Valeur 3
6874;Table 1;. Bénéfice net fiscal ( A - C) (OU);Valeur 1;Valeur 2;Valeur 3
6873;Table 1;. Déficit net fiscal (B);Valeur 1;Valeur 2;Valeur 3
6875;Table 1;. Déficit net fiscal (B);Valeur 1;Valeur 2;Valeur 3
854;Table 1;"VII. CUMUL DES AMORTISSEMENTS FISCALEMENT
DIFFERES";Valeur 1;Valeur 2;Valeur 3
855;Table 1;"VII. CUMUL DES AMORTISSEMENTS FISCALEMENT
DIFFERES";Valeur 1;Valeur 2;Valeur 3
860;Table 1;* Exercice n-4;Valeur 1;Valeur 2;Valeur 3
864;Table 1;* Exercice n-4;Valeur 1;Valeur 2;Valeur 3
861;Table 1;* Exercice n-3;Valeur 1;Valeur 2;Valeur 3
865;Table 1;* Exercice n-3;Valeur 1;Valeur 2;Valeur 3
862;Table 1;* Exercice n-2;Valeur 1;Valeur 2;Valeur 3
866;Table 1;* Exercice n-2;Valeur 1;Valeur 2;Valeur 3
863;Table 1;* Exercice n-1;Valeur 1;Valeur 2;Valeur 3
867;Table 1;* Exercice n-1;Valeur 1;Valeur 2;Valeur 3
10064;Table 1;IMMOBILISATI ON EN NON- VALEURS;Valeur 1;Valeur 2;Valeur 3
10065;Table 1;IMMOBILISATI ON EN NON- VALEURS;Valeur 1;Valeur 2;Valeur 3
10066;Table 1;IMMOBILISATI ON EN NON- VALEURS;Valeur 1;Valeur 2;Valeur 3
10067;Table 1;IMMOBILISATI ON EN NON- VALEURS;Valeur 1;Valeur 2;Valeur 3
10068;Table 1;IMMOBILISATI ON EN NON- VALEURS;Valeur 1;Valeur 2;Valeur 3
10069;Table 1;IMMOBILISATI ON EN NON- VALEURS;Valeur 1;Valeur 2;Valeur 3
10070;Table 1;IMMOBILISATI ON EN NON- VALEURS;Valeur 1;Valeur 2;Valeur 3
10071;Table 1;IMMOBILISATI ON EN NON- VALEURS;Valeur 1;Valeur 2;Valeur 3
966;Table 1;* Frais préliminaires;Valeur 1;Valeur 2;Valeur 3
980;Table 1;* Frais préliminaires;Valeur 1;Valeur 2;Valeur 3
994;Table 1;* Frais préliminaires;Valeur 1;Valeur 2;Valeur 3
1008;Table 1;* Frais préliminaires;Valeur 1;Valeur 2;Valeur 3
1022;Table 1;* Frais préliminaires;Valeur 1;Valeur 2;Valeur 3
1036;Table 1;* Frais préliminaires;Valeur 1;Valeur 2;Valeur 3
1050;Table 1;* Frais préliminaires;Valeur 1;Valeur 2;Valeur 3
1064;Table 1;* Frais préliminaires;Valeur 1;Valeur 2;Valeur 3
967;Table 1;"* Charges à répartir sur plusieurs
exercices";Valeur 1;Valeur 2;Valeur 3
981;Table 1;"* Charges à répartir sur plusieurs
exercices";Valeur 1;Valeur 2;Valeur 3
995;Table 1;"* Charges à répartir sur plusieurs
exercices";Valeur 1;Valeur 2;Valeur 3
1009;Table 1;"* Charges à répartir sur plusieurs
exercices";Valeur 1;Valeur 2;Valeur 3
1023;Table 1;"* Charges à répartir sur plusieurs
exercices";Valeur 1;Valeur 2;Valeur 3
1037;Table 1;"* Charges à répartir sur plusieurs
exercices";Valeur 1;Valeur 2;Valeur 3
1051;Table 1;"* Charges à répartir sur plusieurs
exercices";Valeur 1;Valeur 2;Valeur 3
1065;Table 1;"* Charges à répartir sur plusieurs
exercices";Valeur 1;Valeur 2;Valeur 3
968;Table 1;* Primes de remboursement obligations;Valeur 1;Valeur 2;Valeur 3
982;Table 1;* Primes de remboursement obligations;Valeur 1;Valeur 2;Valeur 3
996;Table 1;* Primes de remboursement obligations;Valeur 1;Valeur 2;Valeur 3
1010;Table 1;* Primes de remboursement obligations;Valeur 1;Valeur 2;Valeur 3
1024;Table 1;* Primes de remboursement obligations;Valeur 1;Valeur 2;Valeur 3
1038;Table 1;* Primes de remboursement obligations;Valeur 1;Valeur 2;Valeur 3
1052;Table 1;* Primes de remboursement obligations;Valeur 1;Valeur 2;Valeur 3
1066;Table 1;* Primes de remboursement obligations;Valeur 1;Valeur 2;Valeur 3
13505;Table 1;"(code = 13505)
(Type
=Texte)";Valeur 1;Valeur 2;Valeur 3
13506;Table 1;"(code = 13505)
(Type
=Texte)";Valeur 1;Valeur 2;Valeur 3
13507;Table 1;"(code = 13505)
(Type
=Texte)";Valeur 1;Valeur 2;Valeur 3
13508;Table 1;"(code = 13505)
(Type
=Texte)";Valeur 1;Valeur 2;Valeur 3
13509;Table 1;"(code = 13505)
(Type
=Texte)";Valeur 1;Valeur 2;Valeur 3
13510;Table 1;"(code = 13505)
(Type
=Texte)";Valeur 1;Valeur 2;Valeur 3
13511;Table 1;"(code = 13505)
(Type
=Texte)";Valeur 1;Valeur 2;Valeur 3
13512;Table 1;"(code = 13505)
(Type
=Texte)";Valeur 1;Valeur 2;Valeur 3
13513;Table 1;"(code = 13505)
(Type
=Texte)";Valeur 1;Valeur 2;Valeur 3
10073;Table 1;"IMMOBILISATIO NS INCORPORELLE
S";Valeur 1;Valeur 2;Valeur 3
10074;Table 1;"IMMOBILISATIO NS INCORPORELLE
S";Valeur 1;Valeur 2;Valeur 3
10075;Table 1;"IMMOBILISATIO NS INCORPORELLE
S";Valeur 1;Valeur 2;Valeur 3
10076;Table 1;"IMMOBILISATIO NS INCORPORELLE
S";Valeur 1;Valeur 2;Valeur 3
10077;Table 1;"IMMOBILISATIO NS INCORPORELLE
S";Valeur 1;Valeur 2;Valeur 3
10078;Table 1;"IMMOBILISATIO NS INCORPORELLE
S";Valeur 1;Valeur 2;Valeur 3
10079;Table 1;"IMMOBILISATIO NS INCORPORELLE
S";Valeur 1;Valeur 2;Valeur 3
10080;Table 1;"IMMOBILISATIO NS INCORPORELLE
S";Valeur 1;Valeur 2;Valeur 3
969;Table 1;* Immobilisation en recherche et développement;Valeur 1;Valeur 2;Valeur 3
983;Table 1;* Immobilisation en recherche et développement;Valeur 1;Valeur 2;Valeur 3
997;Table 1;* Immobilisation en recherche et développement;Valeur 1;Valeur 2;Valeur 3
1011;Table 1;* Immobilisation en recherche et développement;Valeur 1;Valeur 2;Valeur 3
1025;Table 1;* Immobilisation en recherche et développement;Valeur 1;Valeur 2;Valeur 3
1039;Table 1;* Immobilisation en recherche et développement;Valeur 1;Valeur 2;Valeur 3
1053;Table 1;* Immobilisation en recherche et développement;Valeur 1;Valeur 2;Valeur 3
1067;Table 1;* Immobilisation en recherche et développement;Valeur 1;Valeur 2;Valeur 3
970;Table 1;* Brevets, marques, droits et valeurs similaires;Valeur 1;Valeur 2;Valeur 3
984;Table 1;* Brevets, marques, droits et valeurs similaires;Valeur 1;Valeur 2;Valeur 3
998;Table 1;* Brevets, marques, droits et valeurs similaires;Valeur 1;Valeur 2;Valeur 3
1012;Table 1;* Brevets, marques, droits et valeurs similaires;Valeur 1;Valeur 2;Valeur 3
1026;Table 1;* Brevets, marques, droits et valeurs similaires;Valeur 1;Valeur 2;Valeur 3
1040;Table 1;* Brevets, marques, droits et valeurs similaires;Valeur 1;Valeur 2;Valeur 3
1054;Table 1;* Brevets, marques, droits et valeurs similaires;Valeur 1;Valeur 2;Valeur 3
1068;Table 1;* Brevets, marques, droits et valeurs similaires;Valeur 1;Valeur 2;Valeur 3
971;Table 1;* Fonds commercial;Valeur 1;Valeur 2;Valeur 3
985;Table 1;* Fonds commercial;Valeur 1;Valeur 2;Valeur 3
999;Table 1;* Fonds commercial;Valeur 1;Valeur 2;Valeur 3
1013;Table 1;* Fonds commercial;Valeur 1;Valeur 2;Valeur 3
1027;Table 1;* Fonds commercial;Valeur 1;Valeur 2;Valeur 3
1041;Table 1;* Fonds commercial;Valeur 1;Valeur 2;Valeur 3
1055;Table 1;* Fonds commercial;Valeur 1;Valeur 2;Valeur 3
1069;Table 1;* Fonds commercial;Valeur 1;Valeur 2;Valeur 3
972;Table 1;* Autres immobilisations incorporelles;Valeur 1;Valeur 2;Valeur 3
986;Table 1;* Autres immobilisations incorporelles;Valeur 1;Valeur 2;Valeur 3
1000;Table 1;* Autres immobilisations incorporelles;Valeur 1;Valeur 2;Valeur 3
1014;Table 1;* Autres immobilisations incorporelles;Valeur 1;Valeur 2;Valeur 3
1028;Table 1;* Autres immobilisations incorporelles;Valeur 1;Valeur 2;Valeur 3
1042;Table 1;* Autres immobilisations incorporelles;Valeur 1;Valeur 2;Valeur 3
1056;Table 1;* Autres immobilisations incorporelles;Valeur 1;Valeur 2;Valeur 3
1070;Table 1;* Autres immobilisations incorporelles;Valeur 1;Valeur 2;Valeur 3
10082;Table 1;IMMOBILISATIO NS CORPORELLES;Valeur 1;Valeur 2;Valeur 3
10083;Table 1;IMMOBILISATIO NS CORPORELLES;Valeur 1;Valeur 2;Valeur 3
10084;Table 1;IMMOBILISATIO NS CORPORELLES;Valeur 1;Valeur 2;Valeur 3
10085;Table 1;IMMOBILISATIO NS CORPORELLES;Valeur 1;Valeur 2;Valeur 3
10086;Table 1;IMMOBILISATIO NS CORPORELLES;Valeur 1;Valeur 2;Valeur 3
10087;Table 1;IMMOBILISATIO NS CORPORELLES;Valeur 1;Valeur 2;Valeur 3
10088;Table 1;IMMOBILISATIO NS CORPORELLES;Valeur 1;Valeur 2;Valeur 3
10089;Table 1;IMMOBILISATIO NS CORPORELLES;Valeur 1;Valeur 2;Valeur 3
973;Table 1;* Terrains;Valeur 1;Valeur 2;Valeur 3
987;Table 1;* Terrains;Valeur 1;Valeur 2;Valeur 3
1001;Table 1;* Terrains;Valeur 1;Valeur 2;Valeur 3
1015;Table 1;* Terrains;Valeur 1;Valeur 2;Valeur 3
1029;Table 1;* Terrains;Valeur 1;Valeur 2;Valeur 3
1043;Table 1;* Terrains;Valeur 1;Valeur 2;Valeur 3
1057;Table 1;* Terrains;Valeur 1;Valeur 2;Valeur 3
1071;Table 1;* Terrains;Valeur 1;Valeur 2;Valeur 3
974;Table 1;* Constructions;Valeur 1;Valeur 2;Valeur 3
988;Table 1;* Constructions;Valeur 1;Valeur 2;Valeur 3
1002;Table 1;* Constructions;Valeur 1;Valeur 2;Valeur 3
1016;Table 1;* Constructions;Valeur 1;Valeur 2;Valeur 3
1030;Table 1;* Constructions;Valeur 1;Valeur 2;Valeur 3
1044;Table 1;* Constructions;Valeur 1;Valeur 2;Valeur 3
1058;Table 1;* Constructions;Valeur 1;Valeur 2;Valeur 3
1072;Table 1;* Constructions;Valeur 1;Valeur 2;Valeur 3
975;Table 1;"* Installat. techniques, matériel et
outillage";Valeur 1;Valeur 2;Valeur 3
989;Table 1;"* Installat. techniques, matériel et
outillage";Valeur 1;Valeur 2;Valeur 3
